Client Name,Total Assistance,Total Investment,Investment Gain,Condition,Estimated Jobs,Country,SME,Ownership,Status,Constituency,Sector
Adoreboard Limited ,45000,162000,117000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Adoreboard Limited ,47778,115660,67882.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Adoreboard Limited ,44946.73,149687.3,104740.56999999998,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Adoreboard Limited ,10000,25426,15426.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Adoreboard Limited ,49535,119386,69851.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST WEST,INFORMATION AND COMMUNICATION
Adoreboard Limited ,45000,585000,540000.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,BELFAST WEST,INFORMATION AND COMMUNICATION
Adoreboard Limited ,10000,26500,16500.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST WEST,INFORMATION AND COMMUNICATION
Adoreboard Limited ,95000,190000,95000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST WEST,INFORMATION AND COMMUNICATION
Adoreboard Limited ,45000,95000,50000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Adria 2 Limited,31145,62290,31145.0,Investing in R&D,0,Great Britain,SME,External,Existing,WEST TYRONE,MANUFACTURING
Adria 2 Limited,905945,2320952,1415007.0,Investing in R&D,0,Great Britain,SME,External,Existing,WEST TYRONE,MANUFACTURING
Jenkip Ltd ,6332,12664,6332.0,Developing Skills,0,Northern Ireland,SME,Local,Local,STRANGFORD,MANUFACTURING
Adrian Margey Arts,4800,6000,1200.0,Covid Support,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,"ARTS, ENTERTAINMENT AND RECREATION"
Ad-vance Engineering,6860,14000,7140.0,Developing Skills,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Ad-vance Engineering,30000,420000,390000.0,Creating Jobs / Capital Investment / Business Development,5,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Ad-Vance Engineering,16500,87000,70500.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Advance Engineering Group Limited,41730,139101,97371.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Advance Engineering Group Limited,21780,64245,42465.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Advance Engineering Group Limited,132000,1455815,1323815.0,Creating Jobs / Capital Investment / Business Development,39,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
Advance Machinery Installation Ltd,1495,2990,1495.0,Developing Skills,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,OTHER SERVICE ACTIVITIES
Advance Machinery Installation Ltd,35000,488000,453000.0,Creating Jobs / Capital Investment / Business Development,7,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,OTHER SERVICE ACTIVITIES
Advance Regulatory Consulting Limited,38730,129100,90370.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Advance Regulatory Consulting Limited,5498,10995,5497.0,Developing Skills,0,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Name cannot be released,10000,10000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,UNKNOWN
Advance Regulatory Consulting Limited,88000,742500,654500.0,Creating Jobs / Capital Investment / Business Development,11,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Advance Regulatory Consulting Limited,12595,35986,23391.0,Developing Skills,0,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Advance Regulatory Consulting Limited,4700,9400,4700.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Advanced Analytics Labs Ltd,15000,15000,0.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Advanced Cash Control Systems Limited,1820,5185,3365.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,INFORMATION AND COMMUNICATION
Advanced Flooring Systems,3000,10000,7000.0,Other,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,CONSTRUCTION
Advanced Lifting and Rigging Solutions Ltd,2540,5080,2540.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,CONSTRUCTION
Advanced Sensors Limited,40067,189010,148943.0,Investing in R&D,0,United States Of America,Non SME,External,Existing,EAST ANTRIM,MANUFACTURING
Advanced Sensors Limited,199450,829159,629709.0,Investing in R&D,0,United States Of America,Non SME,External,Existing,EAST ANTRIM,MANUFACTURING
Advanced Ventilation Solutions Ltd,45000,450000,405000.0,Creating Jobs / Capital Investment / Business Development,9,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,CONSTRUCTION
Advantage Control N Ireland Ltd,16740,55800,39060.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Adviser Digital,30000,271000,241000.0,Creating Jobs / Capital Investment / Business Development,5,Northern Ireland,SME,Local,Local,NORTH ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
AE Global,24750,24750,0.0,Developing Skills,0,Northern Ireland,SME,Local,Local,FOYLE,MANUFACTURING
Aecor Marine Ltd,29670,166900,137230.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,BELFAST SOUTH,CONSTRUCTION
Aecor Marine Ltd,72000,562000,490000.0,Creating Jobs / Capital Investment / Business Development,8,Northern Ireland,SME,Local,Local,BELFAST NORTH,CONSTRUCTION
Aedin O'Neill,20120,167800,147680.0,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,BELFAST WEST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Aerona Software Systems Ltd,44625,111620,66995.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,FOYLE,INFORMATION AND COMMUNICATION
Aerona Software Systems Ltd,48000,472500,424500.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,FOYLE,INFORMATION AND COMMUNICATION
Aerona Software Systems Ltd,47500,95000,47500.0,Other,0,Northern Ireland,SME,Local,Local,FOYLE,INFORMATION AND COMMUNICATION
Aerona Software Systems Ltd,14974,26903,11929.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,FOYLE,INFORMATION AND COMMUNICATION
AES Global Ltd ,5000,14545,9545.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
AES Global Ltd ,42200,205500,163300.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
AES Global Ltd ,9238,24145,14907.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
AES Global Ltd ,24750,148500,123750.0,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
AES Global Ltd ,3350,6700,3350.0,Developing Skills,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
AES Global Ltd ,15120,63500,48380.0,Other,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
AES Global Ltd ,1838,3750,1912.0,Developing Skills,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
AES Global Ltd ,40156,100390,60234.0,Developing Skills,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
AES Global Ltd ,5250,10500,5250.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
AES Global Ltd ,5000,10000,5000.0,Covid Support,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
AES Global Ltd ,10000,21900,11900.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
AES Global Ltd ,10000,28950,18950.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING
Aetopia Limited,2400,4800,2400.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
LED Sky Ceilings,8000,23760,15760.0,Other,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,CONSTRUCTION
Aetopia Limited,1725,3450,1725.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Aetopia Limited,35000,392000,357000.0,Creating Jobs / Capital Investment / Business Development,5,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
AF White,13964,38010,24046.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,STRANGFORD,MANUFACTURING
AF White,1148,2295,1147.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,STRANGFORD,MANUFACTURING
AF White,19600,114000,94400.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,STRANGFORD,MANUFACTURING
AF White,5172,14670,9498.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,STRANGFORD,MANUFACTURING
AFE Fire Protection,10000,10000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST EAST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Aflac Northern Ireland Ltd,1050000,13723000,12673000.0,Creating Jobs / Capital Investment / Business Development,150,United States Of America,Non SME,External,New,BELFAST NORTH,INFORMATION AND COMMUNICATION
Aflac Northern Ireland Ltd,110903,448324,337421.0,Developing Skills,0,United States Of America,Non SME,External,Existing,BELFAST NORTH,INFORMATION AND COMMUNICATION
Afterbook Limited,15000,15000,0.0,Other,0,Northern Ireland,SME,Local,Local,NORTH DOWN,OTHER SERVICE ACTIVITIES
Afterbook Limited,8000,20000,12000.0,Other,0,Northern Ireland,SME,Local,Local,NORTH DOWN,OTHER SERVICE ACTIVITIES
Afterbook Limited,10000,10000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH DOWN,OTHER SERVICE ACTIVITIES
AG Electrical (NI) Ltd,49800,475000,425200.0,Creating Jobs / Capital Investment / Business Development,8,Northern Ireland,SME,Local,Local,STRANGFORD,CONSTRUCTION
AG Electrical (NI) Ltd,8433,21197,12764.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,STRANGFORD,CONSTRUCTION
AG Electrical (NI) Ltd,49000,378000,329000.0,Creating Jobs / Capital Investment / Business Development,7,Northern Ireland,SME,Local,Local,STRANGFORD,CONSTRUCTION
Agquip,10000,20000,10000.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,MANUFACTURING
AGR Automation ,24750,82500,57750.0,Other,0,Great Britain,SME,External,Existing,NORTH ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
AGR Automation ,99000,925020,826020.0,Other,0,Great Britain,SME,External,Existing,NORTH ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Agrihealth (N.I.) Limited,8310,16620,8310.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Agrihealth (N.I.) Limited,6600,13200,6600.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Agrihealth (N.I.) Limited,13500,27000,13500.0,Other,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Agriwebb UK Ltd,27972,112637,84665.0,Investing in R&D,0,Great Britain,Non SME,External,Existing,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Agriwebb UK Ltd,44880,149600,104720.0,Creating Jobs / Capital Investment / Business Development,1,Great Britain,Non SME,External,New,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Name cannot be released,10000,10000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
AIC Group Limited,4529,9059,4530.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
AIC Group Limited,10000,20700,10700.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
AIC Group Limited,5471,12000,6529.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
AIC Group Limited,3920,8000,4080.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
AIC Group Limited,9998,19996,9998.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
AIC Group Limited,25000,232800,207800.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Aidan Strain Electrical Engineering Limited,2000,4000,2000.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Aidan Strain Electrical Engineering Limited,5625,11250,5625.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Aiken PR,36900,183000,146100.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Aiken PR,1960,4000,2040.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Aiken PR,27400,54800,27400.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Allison Electrical Contracts Ltd,40000,40000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,WEST TYRONE,CONSTRUCTION
Ailin Traynor Makeup Skin Beauty,4000,5000,1000.0,Covid Support,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,OTHER SERVICE ACTIVITIES
Ailsby,9900,93000,83100.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Airbrio,15000,15000,0.0,Other,0,Northern Ireland,SME,Local,Local,FOYLE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Airpos Limited,16700,68210,51510.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,BELFAST NORTH,INFORMATION AND COMMUNICATION
Air-Tastic Ltd,250000,1900000,1650000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,"ARTS, ENTERTAINMENT AND RECREATION"
Air-Tastic Ltd,225000,450000,225000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,"ARTS, ENTERTAINMENT AND RECREATION"
Air-Tastic Ltd,200000,400000,200000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,"ARTS, ENTERTAINMENT AND RECREATION"
Air-Tastic Ltd,125000,600000,475000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,"ARTS, ENTERTAINMENT AND RECREATION"
Air-Tastic Ltd,175000,1715000,1540000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,"ARTS, ENTERTAINMENT AND RECREATION"
AIS Ltd,24000,282000,258000.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,EAST ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
AIS Ltd,3868,7736,3868.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
AIS Ltd,11086,22172,11086.0,Developing Skills,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Aisling Events,6500,13000,6500.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST WEST,OTHER SERVICE ACTIVITIES
AJC Electrical,7350,15000,7650.0,Developing Skills,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
AJC Group,72270,310900,238630.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,SOUTH DOWN,CONSTRUCTION
AJM Engineering,20000,184000,164000.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
AJM Engineering,15000,30000,15000.0,Developing Skills,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Alan Lewis Displays Limited,41550,178000,136450.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,BELFAST EAST,MANUFACTURING
Alan Lewis Displays Limited,23596,69890,46294.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST EAST,MANUFACTURING
Alan Lewis Displays Limited,21940,54851,32911.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST EAST,MANUFACTURING
Alan Lewis Displays Limited,6000,7500,1500.0,Covid Support,0,Northern Ireland,SME,Local,Local,BELFAST EAST,MANUFACTURING
Alan Patterson Design LLP,13882,38150,24268.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH DOWN,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Alchemy Technology Services,1536000,13200000,11664000.0,Creating Jobs / Capital Investment / Business Development,256,Great Britain,SME,External,New,FOYLE,INFORMATION AND COMMUNICATION
Alchemy Technology Services,966912,3412446,2445534.0,Developing Skills,0,Great Britain,SME,External,Existing,FOYLE,INFORMATION AND COMMUNICATION
Alexander (Plant) Ltd,15180,167640,152460.0,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,WEST TYRONE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Alexander Boyd Displays Limited,19170,63900,44730.0,Other,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Alfred Briggs (Alwood) Ltd,13910,46365,32455.0,Other,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Algram Modern Living,12850,25700,12850.0,Covid Support,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Allen Logistics (NI) Ltd,200000,200000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,TRANSPORTATION AND STORAGE
Alleycats Films,14700,30000,15300.0,Developing Skills,0,Northern Ireland,SME,Local,Local,FOYLE,INFORMATION AND COMMUNICATION
Allied Bakeries Ireland,22080,102810,80730.0,Developing Skills,0,Great Britain,Non SME,External,Existing,BELFAST EAST,MANUFACTURING
Allied Fleet Services Limited,10000,49000,39000.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,UPPER BANN,OTHER SERVICE ACTIVITIES
Allied Fleet Services Limited,30000,166000,136000.0,Creating Jobs / Capital Investment / Business Development,5,Northern Ireland,SME,Local,Local,UPPER BANN,OTHER SERVICE ACTIVITIES
Allingham Quadcrates,15300,278000,262700.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
Allister Moore Welding & Engineering Supplies Ltd,9940,19880,9940.0,Covid Support,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Allplay Ireland Limited,4000,10050,6050.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING
Allsop,105280,319032,213752.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION
Allsop,1715,3500,1785.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION
Allsop,14700,30000,15300.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION
Allsop,9855,19710,9855.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION
Allsop,9808,24886,15078.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION
Allsop,28512,286200,257688.0,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION
Allsop,15000,30646,15646.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION
Allsop,44679,176660,131981.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
